al_ContractNumber;al_amount;al_issue_M_group;sex;is_client_local;has_snils;zaim_cards;age;has_foreign_currency_credits;court_counts;official_count;has_resold_credits;cred_line_state;potreb_tot;potreb_active_tot_group;potreb_other_states_tot;pdl_tot;pdl_closed_tot;pdl_active_to_total_group;pdl_delay5_cnt;pdl_delay30_cnt;pdl_delay60_cnt;pdl_delay90_cnt;pdl_delay_more_cnt;pdl_prolong_cnt;avg_payout_period_pdl;avg_pdl_full_cost;avg_pdl_amount;pdl_delay5_avg;pdl_delay30_avg;pdl_delay60_avg;pdl_delay90_avg;pdl_delay_more_avg;res_npl_15;is_test
51753-016-17;3000;1;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
52323-016-17;5000;1;1;0;0;0;2;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
53095-016-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
53258-016-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
53714-016-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;1;0;2;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
54492-016-17;5000;1;1;1;0;0;2;0;0;0;1;2;1;1;1;1;0;2;0;1;0;0;0;1;1;2;1;0;0;0;0;0;0;0
55058-016-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
56664-016-17;3000;1;1;0;1;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
58008-016-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
57974-016-17;5000;1;1;1;0;0;2;0;0;1;1;2;1;2;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;1;0
62437-016-17;5000;1;2;1;0;0;1;0;0;0;0;2;1;2;0;1;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
63480-016-17;5000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
65397-016-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
65302-016-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
65443-016-17;3000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
65369-016-17;5000;1;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
66135-016-17;5000;1;2;1;0;0;3;0;0;0;0;2;1;1;0;1;0;3;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0
67332-016-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
67489-016-17;3000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
66909-016-17;5000;1;2;0;0;0;2;0;0;0;0;2;1;1;0;1;0;3;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0
69335-016-17;5000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;1;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
71436-016-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
70911-016-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
70965-016-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
72267-016-17;5000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
72291-016-17;3000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
74961-016-17;5000;1;2;0;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
74998-016-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
76644-016-17;5000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
77781-016-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
78074-016-17;3000;1;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
81150-016-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
81917-016-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
82325-016-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
83560-016-17;3000;1;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
85598-016-17;3000;1;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
85987-016-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
87172-016-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
88294-016-17;5000;1;1;1;0;0;2;0;1;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
89744-016-17;3000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
91396-016-17;5000;1;2;1;0;0;3;0;0;0;0;2;1;2;0;1;1;1;0;1;0;0;0;1;1;2;1;0;1;0;0;0;1;0
92305-016-17;3000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
93977-016-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
95669-016-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
97042-016-17;3000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
99859-016-17;5000;1;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
100488-016-17;5000;1;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
101789-016-17;5000;1;1;0;0;0;1;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
101831-016-17;5000;1;2;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
102493-016-17;5000;1;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
103174-016-17;3000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
104966-016-17;3000;1;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
105221-016-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
110060-016-17;5000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
111968-016-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;2;0;1;1;1;0;1;1;1;1;1;1;2;1;0;1;1;1;1;0;0
115464-016-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
116992-016-17;3000;1;1;0;0;0;1;0;0;0;0;2;1;2;0;1;0;3;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
116734-016-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
120711-016-17;3000;1;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
120759-016-17;3000;1;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
121141-016-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
122781-016-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;1;1;1;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0
123351-016-17;5000;1;1;0;0;0;3;0;0;1;1;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
122679-016-17;3000;1;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
123751-016-17;4000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
124950-016-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
125564-016-17;3000;1;1;0;0;0;3;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
126138-016-17;3000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0
126256-016-17;3000;1;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
126247-016-17;5000;1;2;1;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
128157-016-17;3000;1;1;1;0;0;2;0;0;1;1;2;1;3;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
128616-016-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
129681-016-17;3000;3;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
135164-016-17;3000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
135972-016-17;3000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
138602-016-17;5000;3;1;1;1;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
138757-016-17;3000;3;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
144379-016-17;3000;3;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
144511-016-17;5000;3;1;1;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
147234-016-17;3000;3;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
148487-016-17;5000;3;2;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
148707-016-17;5000;3;2;1;0;0;1;0;0;0;0;2;1;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0
150109-016-17;3000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
150753-016-17;3000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
151711-016-17;3000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
153256-016-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
153528-016-17;5000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
153522-016-17;3000;3;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
153399-016-17;3000;3;2;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
158769-016-17;3000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;1;0;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0
159996-016-17;3000;3;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
162147-016-17;5000;3;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
163418-016-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
163990-016-17;3000;3;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
165071-016-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
164615-016-17;3000;3;1;0;0;0;3;0;0;0;0;1;1;1;1;1;0;3;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0
164791-016-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
167252-016-17;3000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
167710-016-17;3000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
168972-016-17;3000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
169217-016-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
170982-016-17;5000;3;2;1;0;0;2;0;0;0;0;2;0;3;0;1;1;1;0;0;0;0;0;1;0;2;1;0;0;0;0;0;1;0
171260-016-17;3000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
173647-016-17;3000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
174535-016-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
176346-016-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
176676-016-17;3000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
177128-016-17;4000;3;1;1;0;0;3;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
177855-016-17;5000;3;1;1;0;0;2;0;0;0;0;2;1;3;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0
178556-016-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
179392-016-17;3000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
179674-016-17;3000;3;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
179893-016-17;3000;3;1;1;0;0;3;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
180123-016-17;5000;3;2;1;0;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
181088-016-17;3000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
181568-016-17;3000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
182843-016-17;3000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
183346-016-17;5000;3;1;1;1;0;3;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
183465-016-17;5000;3;1;1;1;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
183868-016-17;4000;3;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
184648-016-17;5000;3;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
185704-016-17;3000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
185627-016-17;5000;3;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
185606-016-17;5000;3;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
185717-016-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
186821-016-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
186960-016-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
186693-016-17;5000;3;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
187180-016-17;3000;3;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
187690-016-17;4000;3;1;1;0;0;1;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
188584-016-17;5000;3;2;1;0;0;1;0;0;0;0;2;1;2;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
190184-016-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
192570-016-17;5000;3;2;1;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
192678-016-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
192715-016-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
193556-016-17;3000;3;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
193955-016-17;3000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
194072-016-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
194788-016-17;5000;3;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
194976-016-17;5000;3;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
194911-016-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
196955-016-17;5000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
199251-016-17;5000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
199057-016-17;5000;3;2;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
199766-016-17;5000;3;2;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
199841-016-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
200665-016-17;3000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
200209-016-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
202085-016-17;3000;3;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
206051-016-17;3000;3;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
208863-016-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
209672-016-17;3000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
209547-016-17;4000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
210209-016-17;5000;3;2;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
210509-016-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
210331-016-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
211399-016-17;5000;3;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
211765-016-17;3000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
212775-016-17;5000;3;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
212545-016-17;3000;3;1;0;0;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
212526-016-17;3000;3;2;0;0;0;3;0;0;1;0;2;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0
214708-016-17;5000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
216296-016-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
216890-016-17;5000;3;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
216593-016-17;3000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
216999-016-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
217662-016-17;3000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
217949-016-17;4000;3;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
218114-016-17;5000;3;2;1;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
217962-016-17;3000;3;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
219141-016-17;5000;2;2;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
219120-016-17;5000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
219745-016-17;5000;2;1;0;0;0;3;0;0;0;1;2;1;2;1;1;0;3;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
219605-016-17;5000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
220053-016-17;3000;2;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
221129-016-17;5000;2;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
222264-016-17;5000;2;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
222853-016-17;5000;2;2;0;0;0;2;0;0;0;0;2;1;3;0;1;0;2;0;0;0;1;1;1;1;1;1;0;0;0;1;1;0;0
223139-016-17;5000;2;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
223241-016-17;5000;2;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
